post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Смаки,attribute_data:Смаки,attribute_default:Смаки
"Печиво GULLON сендвічі Cuor di Cereale, вівсяні з горіховим кремом",pechyvo-gullon-sendvichi-cuor-di-cereale-vivsyani-z-gorihovym-kremom-br-div-class-ingradient-220g-div,,19638,,"<br><div class=""ingradient"">220г</div>",publish,,0,"2020-03-23 12:02:56",2,closed,,,,no,no,,58,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pechyvo-gullon-sendvichi-cuor-di-cereale-vivsyani-z-gorihovym-kremom-br-div-class-ingradient-220g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Печиво|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи",,,,,
"ППечиво GULLON Mega Duo, сендвіч з ванільним кремом",ppechyvo-gullon-mega-duo-sendvich-z-vanilnym-kremom-br-div-class-ingradient-500g-div,,19639,,"<br><div class=""ingradient"">500г</div>",publish,,0,"2020-03-23 12:03:38",2,closed,,,,no,no,,58,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/ppechyvo-gullon-mega-duo-sendvich-z-vanilnym-kremom-br-div-class-ingradient-500g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Печиво|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи",,,,,
"Печиво GULLON Digestive мюслі",pechyvo-gullon-digestive-myusli-br-div-class-ingradient-365g-div,,19640,,"<br><div class=""ingradient"">365г</div>",publish,,0,"2020-03-23 12:05:06",2,closed,,,,no,no,,63,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pechyvo-gullon-digestive-myusli-br-div-class-ingradient-365g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Печиво|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи",,,,,
"Печиво GULLON крекер з сиром Чеддер",pechyvo-gullon-kreker-z-syrom-chedder-br-div-class-ingradient-250g-div,,19643,,"<br><div class=""ingradient"">250г</div>",publish,,0,"2020-03-23 12:05:47",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pechyvo-gullon-kreker-z-syrom-chedder-br-div-class-ingradient-250g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Печиво|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи",,,,,
"Печиво GULLON без цукру сендвіч з йогуртом Diet nature",pechyvo-gullon-bez-tsukru-sendvich-z-jogurtom-diet-nature-br-div-class-ingradient-220g-div,,19644,,"<br><div class=""ingradient"">220г</div>",publish,,0,"2020-03-23 12:06:32",2,closed,,,,no,no,,57,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pechyvo-gullon-bez-tsukru-sendvich-z-jogurtom-diet-nature-br-div-class-ingradient-220g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Печиво|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи",,,,,
"Печиво GULLON крекер з Хіноа і Чіа",pechyvo-gullon-kreker-z-hinoa-i-chia-br-div-class-ingradient-250g-div,,19645,,"<br><div class=""ingradient"">250г</div>",publish,,0,"2020-03-23 12:07:22",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pechyvo-gullon-kreker-z-hinoa-i-chia-br-div-class-ingradient-250g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Печиво|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи",,,,,
"Laica 50% cacao шоколад",laica-50-cacao-shokolad-br-div-class-ingradient-500g-div,,19653,,"<br><div class=""ingradient"">500г</div>",publish,,0,"2020-03-23 13:16:25",2,closed,,,,no,no,,107,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/laica-50-cacao-shokolad-br-div-class-ingradient-500g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Шоколад|IMPOFOOD - продукти з європи",,,,,
"TRAPA шоколад, Sin Lactosa",trapa-shokolad-sin-lactosa-br-div-class-ingradient-molochnyj-bez-laktozy-100g-div,,19654,,"<br><div class=""ingradient"">молочний без лактози 100г</div>",publish,,0,"2020-03-23 13:20:18",2,closed,,,,no,no,,37,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/trapa-shokolad-sin-lactosa-br-div-class-ingradient-molochnyj-bez-laktozy-100g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Шоколад|IMPOFOOD - продукти з європи",,,,,
"Батончик Maitre Truffout, MARZIPAN",batonchyk-maitre-truffout-marzipan-br-div-class-ingradient-z-chornym-shokoladom-100g-div,,19717,,"<br><div class=""ingradient"">з чорним шоколадом, 100г</div>",publish,,0,"2020-03-24 12:02:22",2,closed,,,,no,no,,41,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/batonchyk-maitre-truffout-marzipan-br-div-class-ingradient-z-chornym-shokoladom-100g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Вафельні кульки PAPAGENA",vafelni-kulky-papagena-br-div-class-ingradient-z-arahisom-125g-div,,19718,,"<br><div class=""ingradient"">з арахісом, 125г</div>",publish,,0,"2020-03-24 12:03:53",2,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/vafelni-kulky-papagena-br-div-class-ingradient-z-arahisom-125g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Вафельні кульки PAPAGENA",vafelni-kulky-papagena-br-div-class-ingradient-z-arahisom-300g-div,,19719,,"<br><div class=""ingradient"">з арахісом, 300г</div>",publish,,0,"2020-03-24 12:09:12",2,closed,,,,no,no,,89,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/vafelni-kulky-papagena-br-div-class-ingradient-z-arahisom-300g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Вафельні кульки PAPAGENA",vafelni-kulky-papagena-br-div-class-ingradient-z-sunychnym-kremom-120g-div,,19720,,"<br><div class=""ingradient"">з Суничним кремом, 120г</div>",publish,,0,"2020-03-24 12:10:42",2,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/vafelni-kulky-papagena-br-div-class-ingradient-z-sunychnym-kremom-120g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Вафельні кульки PAPAGENA",vafelni-kulky-papagena-br-div-class-ingradient-z-lymonnym-kremom-120g-div,,19721,,"<br><div class=""ingradient"">з лимонним кремом, 120г</div>",publish,,0,"2020-03-24 12:11:27",2,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/vafelni-kulky-papagena-br-div-class-ingradient-z-lymonnym-kremom-120g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Жуйки Damel",zhujky-damel-br-div-class-ingradient-100g-shinymix-div,,19722,,"<br><div class=""ingradient"">100г Shinymix</div>",publish,,0,"2020-03-24 12:12:22",2,closed,,,,no,no,,23,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zhujky-damel-br-div-class-ingradient-100g-shinymix-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Жуйки Damel",zhujky-damel-br-div-class-ingradient-sour-mix-kyslynky-bez-tsukru-div,,19723,,"<br><div class=""ingradient"">sour mix кислинки без цукру</div>",publish,,0,"2020-03-24 12:13:20",2,closed,,,,no,no,,28,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zhujky-damel-br-div-class-ingradient-sour-mix-kyslynky-bez-tsukru-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Жуйка Blister Trolli",zhujka-blister-trolli-br-div-class-ingradient-burger-50g-div,,19724,,"<br><div class=""ingradient"">бургер, 50г</div>",publish,,0,"2020-03-24 12:14:09",2,closed,,,,no,no,,33,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zhujka-blister-trolli-br-div-class-ingradient-burger-50g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Жуйка Creepy Jelly",zhujka-creepy-jelly-br-div-class-ingradient-fruktovi-6sht-po-11g-div,,19725,,"<br><div class=""ingradient"">фруктові, 6шт по 11г </div>",publish,,0,"2020-03-24 12:17:00",2,closed,,,,no,no,,36,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zhujka-creepy-jelly-br-div-class-ingradient-fruktovi-6sht-po-11g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Цукерки Maitre Truffout",tsukerky-maitre-truffout-br-div-class-ingradient-asorti-praline-syni-400g-div,,19726,,"<br><div class=""ingradient"">асорті праліне сині, 400г</div>",publish,,0,"2020-03-24 12:18:14",2,closed,,,,no,no,,105,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsukerky-maitre-truffout-br-div-class-ingradient-asorti-praline-syni-400g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Цукерки Maitre Truffout",tsukerky-maitre-truffout-br-div-class-ingradient-asorti-praline-chervoni-400g-div,,19727,,"<br><div class=""ingradient"">асорті праліне червоні, 400г</div>",publish,,0,"2020-03-24 12:18:59",2,closed,,,,no,no,,105,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsukerky-maitre-truffout-br-div-class-ingradient-asorti-praline-chervoni-400g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Цукерки Maitre Truffout CHOCOLATE ORANGE MINTS",tsukerky-maitre-truffout-chocolate-orange-mints-br-div-class-ingradient-z-chornogo-shok-ta-m-yatoyu-apelsynom-200g-div,,19728,,"<br><div class=""ingradient"">з чорного шок. та м'ятою/апельсином, 200г</div>",publish,,0,"2020-03-24 12:20:28",2,closed,,,,no,no,,71,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsukerky-maitre-truffout-chocolate-orange-mints-br-div-class-ingradient-z-chornogo-shok-ta-m-yatoyu-apelsynom-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Цукерки MOZART",tsukerky-mozart-br-div-class-ingradient-palychky-200-gr-div,,19729,,"<br><div class=""ingradient"">палички 200 гр</div>",publish,,0,"2020-03-24 12:21:44",2,closed,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsukerky-mozart-br-div-class-ingradient-palychky-200-gr-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Цукерки Maitre Truffout",tsukerky-maitre-truffout-br-div-class-ingradient-sea-shells-blue-praline-250g-div,,19732,,"<br><div class=""ingradient"">sea shells BLUE, праліне, 250г</div>",publish,,0,"2020-03-24 12:22:30",2,closed,,,,no,no,,91,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsukerky-maitre-truffout-br-div-class-ingradient-sea-shells-blue-praline-250g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Льодяники Woogie, FINE DROPS",lodyanyky-woogie-fine-drops-br-div-class-ingradient-drops-z-apelsynovym-smakom-200g-div,,19733,,"<br><div class=""ingradient"">DROPS, з апельсиновим смаком, 200г</div>",publish,,0,"2020-03-24 12:25:03",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lodyanyky-woogie-fine-drops-br-div-class-ingradient-drops-z-apelsynovym-smakom-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Льодяники Woogie, FINE DROPS",lodyanyky-woogie-fine-drops-br-div-class-ingradient-z-kavovym-smakom-200g-div,,19734,,"<br><div class=""ingradient"">з кавовим смаком, 200г</div>",publish,,0,"2020-03-24 12:26:10",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lodyanyky-woogie-fine-drops-br-div-class-ingradient-z-kavovym-smakom-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Льодяники Woogie, FINE DROPS",lodyanyky-woogie-fine-drops-br-div-class-ingradient-lisovi-yagody-200g-div,,19735,,"<br><div class=""ingradient"">лісові ягоди, 200г,</div>",publish,,0,"2020-03-24 12:27:28",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lodyanyky-woogie-fine-drops-br-div-class-ingradient-lisovi-yagody-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Льодяники Woogie, FINE DROPS",lodyanyky-woogie-fine-drops-br-div-class-ingradient-z-lymonnym-smakom-200g-div,,19736,,"<br><div class=""ingradient"">з лимонним смаком, 200г</div>",publish,,0,"2020-03-24 12:29:04",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lodyanyky-woogie-fine-drops-br-div-class-ingradient-z-lymonnym-smakom-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Льодяники Woogie, FINE DROPS",lodyanyky-woogie-fine-drops-br-div-class-ingradient-fruktovyj-miks-200g-div,,19739,,"<br><div class=""ingradient"">фруктовий мікс, 200г</div>",publish,,0,"2020-03-24 12:29:46",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lodyanyky-woogie-fine-drops-br-div-class-ingradient-fruktovyj-miks-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Льодяники Woogie, FINE DROPS",lodyanyky-woogie-fine-drops-br-div-class-ingradient-z-m-yatnym-smakom-200g-div,,19740,,"<br><div class=""ingradient""> з м'ятним смаком, 200г,</div>",publish,,0,"2020-03-24 12:30:26",2,closed,,,,no,no,,47,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/lodyanyky-woogie-fine-drops-br-div-class-ingradient-z-m-yatnym-smakom-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Палички шоколадні Maitre Truffout",palychky-shokoladni-maitre-truffout-br-div-class-ingradient-apelsyn-75g-div,,19741,,"<br><div class=""ingradient"">апельсин, 75г</div>",publish,,0,"2020-03-24 12:31:29",2,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/palychky-shokoladni-maitre-truffout-br-div-class-ingradient-apelsyn-75g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Палички шоколадні Maitre Truffout",palychky-shokoladni-maitre-truffout-br-div-class-ingradient-m-yata-75g-div,,19742,,"<br><div class=""ingradient"">м'ята, 75г</div>",publish,,0,"2020-03-24 12:33:41",2,closed,,,,no,no,,42,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/palychky-shokoladni-maitre-truffout-br-div-class-ingradient-m-yata-75g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Цукерки Maitre Truffout, FANCY GOLD",tsukerky-maitre-truffout-fancy-gold-br-div-class-ingradient-tryufel-klasychnyj-200g-div,,19743,,"<br><div class=""ingradient"">трюфель, КЛАСИЧНИЙ, 200г</div>",publish,,0,"2020-03-24 12:34:39",2,closed,,,,no,no,,72,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tsukerky-maitre-truffout-fancy-gold-br-div-class-ingradient-tryufel-klasychnyj-200g-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Цукерки|IMPOFOOD - продукти з європи",,,,,
"Паста Piacelli",pasta-piacelli-br-div-class-ingradient-krem-kakao-ta-gorih-300g-gornyatko-div,,19749,,"<br><div class=""ingradient"">крем, какао та горіх, 300г   горнятко</div>",publish,,0,"2020-03-24 12:58:32",2,closed,,,,no,no,,104,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pasta-piacelli-br-div-class-ingradient-krem-kakao-ta-gorih-300g-gornyatko-div/,,,,,,,,,,,,simple,,"IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО|IMPOFOOD - продукти з європи > СОЛОДОЩІ, ПЕЧИВО > Шоколанді пасти|IMPOFOOD - продукти з європи",,,,,
